model,period_s,period_key,imt,row_index,coefficient,value,cached_value,formula,source_sheet,source_cell,source_workbook
I14,0.75,p0p750,SA,17,a1_2,10.9065,10.9065,,I14_Coeffs,F17,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
I14,0.75,p0p750,SA,17,a2_2,-0.3097,-0.3097,,I14_Coeffs,G17,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
I14,0.75,p0p750,SA,17,b1_2,2.2042,2.2042,,I14_Coeffs,H17,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
I14,0.75,p0p750,SA,17,b2_2,-0.1577,-0.1577,,I14_Coeffs,I17,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
I14,0.75,p0p750,SA,17,a3,-0.0267,-0.0267,,I14_Coeffs,J17,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
I14,0.75,p0p750,SA,17,x,-1.056,-1.056,,I14_Coeffs,K17,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
I14,0.75,p0p750,SA,17,g,-0.0029,-0.0029,,I14_Coeffs,L17,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
I14,0.75,p0p750,SA,17,j,0.08,0.08,,I14_Coeffs,M17,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
I14,1.0,p1p000,SA,18,a1,7.0453,7.0453,,I14_Coeffs,B18,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
I14,1.0,p1p000,SA,18,a2,0.16,0.16,,I14_Coeffs,C18,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
I14,1.0,p1p000,SA,18,b1,2.7339,2.7339,,I14_Coeffs,D18,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
I14,1.0,p1p000,SA,18,b2,-0.2398,-0.2398,,I14_Coeffs,E18,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
I14,1.0,p1p000,SA,18,a1_2,9.8565,9.8565,,I14_Coeffs,F18,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
I14,1.0,p1p000,SA,18,a2_2,-0.2565,-0.2565,,I14_Coeffs,G18,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
