model,period_s,period_key,imt,row_index,coefficient,value,cached_value,formula,source_sheet,source_cell,source_workbook
BSSA14,0.05,p0p050,SA,8,Dc3 (globalCATW),0,0,,BSSA14_Coeffs,P8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,Dc3 (ChinaTurkey),0.00296,0.00296,,BSSA14_Coeffs,Q8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,Dc3 (ItalyJapan),-0.00199,-0.00199,,BSSA14_Coeffs,R8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,c,-0.458,-0.458,,BSSA14_Coeffs,S8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,Vc (m/s),1501.42,1501.42,,BSSA14_Coeffs,T8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,Vref  (m/s),760,760,,BSSA14_Coeffs,U8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,f1,0,0,,BSSA14_Coeffs,V8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,f3,0.1,0.1,,BSSA14_Coeffs,W8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,f4,-0.1963,-0.1963,,BSSA14_Coeffs,X8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,f5,-0.00647,-0.00647,,BSSA14_Coeffs,Y8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,f6 (1/km),-9.9,-9.9,,BSSA14_Coeffs,Z8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,f7,-9.9,-9.9,,BSSA14_Coeffs,AA8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,R1 (km),97.93,97.93,,BSSA14_Coeffs,AB8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,R2 (km),270,270,,BSSA14_Coeffs,AC8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,DfR,0.063,0.063,,BSSA14_Coeffs,AD8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,DfV,0.03,0.03,,BSSA14_Coeffs,AE8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,V1 (m/s),225,225,,BSSA14_Coeffs,AF8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,V2 (m/s),300,300,,BSSA14_Coeffs,AG8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,f1_2,0.753,0.753,,BSSA14_Coeffs,AH8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,f2,0.532,0.532,,BSSA14_Coeffs,AI8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,t1,0.503,0.503,,BSSA14_Coeffs,AJ8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.05,p0p050,SA,8,t2,0.426,0.426,,BSSA14_Coeffs,AK8,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.075,p0p075,SA,9,e0,0.96447,0.96447,,BSSA14_Coeffs,B9,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.075,p0p075,SA,9,e1,1.0077,1.0077,,BSSA14_Coeffs,C9,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.075,p0p075,SA,9,e2,0.77678,0.77678,,BSSA14_Coeffs,D9,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.075,p0p075,SA,9,e3,0.9563,0.9563,,BSSA14_Coeffs,E9,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.075,p0p075,SA,9,e4,1.4174,1.4174,,BSSA14_Coeffs,F9,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
BSSA14,0.075,p0p075,SA,9,e5,0.073549,0.073549,,BSSA14_Coeffs,G9,NGAW2_GMPE_Spreadsheets_v5.7_041415_ProtectedLocked.xlsm
